Zone,Org Dist,AC,Mandal,LB Name,Ward,Ward Number,Houses,Total Voters,Female,Male,Transgender,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Niranam GRAMAPANCHAYATHH,THOTTADI,14,183,804,402,402,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Nedumpram GRAMAPANCHAYATHH,JALAMELA,1,215,711,371,340,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Nedumpram GRAMAPANCHAYATHH,AMICHAKARI,2,269,895,484,411,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Nedumpram GRAMAPANCHAYATHH,NEDUMPURAM,3,213,717,384,333,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Nedumpram GRAMAPANCHAYATHH,PUTHIYAMKAVU,4,265,786,435,351,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Nedumpram GRAMAPANCHAYATHH,VAYIKKATHILLAM,5,254,796,430,366,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Nedumpram GRAMAPANCHAYATHH,CHOONTHARA,6,273,939,486,453,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Nedumpram GRAMAPANCHAYATHH,UNDAPLAVU,7,271,859,450,409,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Nedumpram GRAMAPANCHAYATHH,MANIPUZHA,8,190,701,370,331,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Nedumpram GRAMAPANCHAYATHH,PODIYADI,9,203,704,388,316,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Nedumpram GRAMAPANCHAYATHH,MALAYITHRA,10,186,631,338,293,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Nedumpram GRAMAPANCHAYATHH,KALLUMKAL,11,258,821,440,381,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Nedumpram GRAMAPANCHAYATHH,MURINGACHIRA,12,254,847,448,399,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Nedumpram GRAMAPANCHAYATHH,PULIKKEEZHU,13,276,829,455,374,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Nedumpram GRAMAPANCHAYATHH,OTTATHENGU,14,279,829,461,368,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Peringara GRAMAPANCHAYATHH,MEPRAL PADINJARU,1,278,1101,559,542,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Peringara GRAMAPANCHAYATHH,ERUVA KIZHAKKU,2,350,1200,632,568,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Peringara GRAMAPANCHAYATHH,ALAMTHURUTH,3,394,1348,699,649,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Peringara GRAMAPANCHAYATHH,IDINIJILLAM,4,327,1057,545,512,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Peringara GRAMAPANCHAYATHH,PERUMTHURUTHY,5,305,1024,536,488,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Peringara GRAMAPANCHAYATHH,CHALAKKUZHY,6,300,957,498,459,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Peringara GRAMAPANCHAYATHH,KUZHIVELIPURAM,7,281,1127,606,521,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Peringara GRAMAPANCHAYATHH,KARACKAL,8,320,1317,713,604,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Peringara GRAMAPANCHAYATHH,MEPRAL,9,301,1042,580,462,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Peringara GRAMAPANCHAYATHH,PERINGARA KIZHAKKU,10,244,906,518,388,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Peringara GRAMAPANCHAYATHH,PERINGARA,11,272,1282,705,577,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Peringara GRAMAPANCHAYATHH,KARACKAL THEKKU,12,234,939,500,439,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Peringara GRAMAPANCHAYATHH,CHATHENKARY TOWN,13,335,1239,671,568,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Peringara GRAMAPANCHAYATHH,PERINGARA PADINJARU,14,339,1147,612,535,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Peringara GRAMAPANCHAYATHH,CHATHANKERI,15,377,1371,735,636,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Peringara GRAMAPANCHAYATHH,CHATHENKARY VADAKKU,16,336,1208,633,575,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ayiroor,ITTIYAPARA,1,284,1030,562,468,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ayiroor,KADAYAR,2,307,1242,678,564,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ayiroor,VELLIYARA,3,315,1327,715,612,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ayiroor,PANKUNNU,4,294,1211,619,592,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ayiroor,PODIPPARA,5,326,1134,606,528,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ayiroor,PLANKAMON,6,310,1094,607,487,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ayiroor,PEROORCHAL,7,290,1077,572,505,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ayiroor,EDAPPAVOOR,8,392,1301,692,609,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ayiroor,KAITHAKODY,9,407,1382,750,632,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ayiroor,KOTTATHOOR,10,335,1071,587,484,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ayiroor,NJUZHOOR,11,313,1143,615,528,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ayiroor,AROOR,12,349,1108,596,512,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ayiroor,CHERUKOLPUZHA,13,353,1162,622,540,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ayiroor,PUTHEZHUM,14,303,1030,567,463,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ayiroor,KANJEETUKARA,15,312,1129,612,517,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ayiroor,THADIYOOR,16,299,1022,547,475,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Eraviperoor,NALLOORSTHANAM,1,347,1174,623,551,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Eraviperoor,ERAVIPEROOR,2,365,1210,653,557,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Eraviperoor,VETTAMALA,3,362,1218,664,554,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Eraviperoor,MURINGERI,4,357,1240,659,581,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Eraviperoor,THOTTAPPUZHA,5,399,1309,698,611,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Eraviperoor,THEVERKADU,6,336,1166,630,536,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Eraviperoor,MAMOOD,7,328,1017,561,456,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Eraviperoor,VADIKULAM,8,340,1083,604,479,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Eraviperoor,OTHERA,9,378,1238,681,557,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Eraviperoor,BHOOTHAKUZHI,10,283,1390,720,670,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Eraviperoor,ALTHARA,11,318,1190,605,585,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Eraviperoor,KOZHIMALA,12,268,1025,580,445,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Eraviperoor,NANOR,13,271,973,515,458,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Eraviperoor,kavunkal,14,373,1263,680,583,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Eraviperoor,Karuvally,15,295,1211,646,565,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Eraviperoor,PUTHENKAVUMALA,16,305,1157,638,519,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Eraviperoor,VALLAMKULAM,17,287,1121,635,486,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Eraviperoor,NELLAD,18,320,1115,592,523,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Koipram GRAMAPANCHAYATHH,KUMBANADU VADAKKU,1,337,1177,618,559,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Koipram GRAMAPANCHAYATHH,IYRAKKAVU,2,332,1114,587,527,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Koipram GRAMAPANCHAYATHH,KANJIRAPARA,3,371,1262,696,566,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Koipram GRAMAPANCHAYATHH,KURAVANKUZHY,4,352,1136,597,539,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Koipram GRAMAPANCHAYATHH,PULLAD KIZHAKKU,5,447,1383,769,614,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Koipram GRAMAPANCHAYATHH,PULLAD VADAKKU,6,358,1273,693,580,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Koipram GRAMAPANCHAYATHH,ULLAD,7,426,1323,712,611,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Koipram GRAMAPANCHAYATHH,VALAYANOR,8,417,1340,730,610,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Koipram GRAMAPANCHAYATHH,POOTHOOR,9,315,1019,531,488,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Koipram GRAMAPANCHAYATHH,NELLICKAL,10,476,1783,983,800,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Koipram GRAMAPANCHAYATHH,KOIPURAM,11,215,677,354,323,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Koipram GRAMAPANCHAYATHH,KADARA,12,437,1427,771,656,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Koipram GRAMAPANCHAYATHH,Thattakkadu Kizhakku,13,295,1123,604,519,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Koipram GRAMAPANCHAYATHH,MUTTUMON,14,370,1357,723,634,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Koipram GRAMAPANCHAYATHH,KUMBANADU KIZHAKKU,15,280,930,480,450,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Koipram GRAMAPANCHAYATHH,Thattakkadu Thekku,16,400,1482,776,706,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Koipram GRAMAPANCHAYATHH,THATTARAKKADU,17,279,925,477,448,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Koipram GRAMAPANCHAYATHH,NELLIMALA,18,402,1305,696,609,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Thottappuzhassery GRAMAPANCHAYATHH,KALLIPPARA,1,318,1051,605,446,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Thottappuzhassery GRAMAPANCHAYATHH,CHARALKUNNU,2,241,845,451,394,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Thottappuzhassery GRAMAPANCHAYATHH,MARAMKOLLI,3,263,752,423,329,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Thottappuzhassery GRAMAPANCHAYATHH,ponmala,4,236,941,499,442,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Thottappuzhassery GRAMAPANCHAYATHH,kuriannoor,5,261,969,530,439,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Thottappuzhassery GRAMAPANCHAYATHH,THONIPPUZHA,6,244,803,450,353,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Thottappuzhassery GRAMAPANCHAYATHH,katteppuram,7,228,759,407,352,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Thottappuzhassery GRAMAPANCHAYATHH,NEDUMPRAYAR,8,241,743,389,354,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Thottappuzhassery GRAMAPANCHAYATHH,MARAMON,9,252,816,442,374,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Thottappuzhassery GRAMAPANCHAYATHH,THOTTAPPUZHASERY,10,277,846,455,391,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Thottappuzhassery GRAMAPANCHAYATHH,VELLANGOOR,11,296,1016,545,471,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Thottappuzhassery GRAMAPANCHAYATHH,CHALAIKKARA,12,248,791,415,376,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Aranmula,Thottappuzhassery GRAMAPANCHAYATHH,NELLIMALA,14,231,984,525,459,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ezhumattoor GRAMAPANCHAYATHH,KOTTENKUDI,1,325,1071,588,483,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ezhumattoor GRAMAPANCHAYATHH,MALEKKEEZHU,2,307,1185,614,571,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ezhumattoor GRAMAPANCHAYATHH,METHANAM,3,378,1197,608,589,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ezhumattoor GRAMAPANCHAYATHH,EZHUMATTOOR,4,297,977,530,447,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ezhumattoor GRAMAPANCHAYATHH,IRUMBUKUZHI,5,294,1012,526,486,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ezhumattoor GRAMAPANCHAYATHH,Valakuzhy,6,256,1151,610,541,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ezhumattoor GRAMAPANCHAYATHH,Malampara,7,305,1110,589,521,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ezhumattoor GRAMAPANCHAYATHH,EDACKADU,8,348,1109,581,528,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ezhumattoor GRAMAPANCHAYATHH,VALLIKKALA,9,338,1104,605,499,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ezhumattoor GRAMAPANCHAYATHH,KOTTIYAMBALAM,10,325,1076,589,487,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ezhumattoor GRAMAPANCHAYATHH,THELLIYOOR,11,284,1017,543,474,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ezhumattoor GRAMAPANCHAYATHH,PERUMBRACKAD,12,300,1073,553,520,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ezhumattoor GRAMAPANCHAYATHH,ARAMALA,13,271,1067,526,541,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ezhumattoor GRAMAPANCHAYATHH,SHANTHIPURAM,14,256,1030,553,477,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Ezhumattoor GRAMAPANCHAYATHH,VENGAZHA,15,311,1060,582,478,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Mallappally,Puramattam GRAMAPANCHAYATHH,GYALAXI NAGAR,1,252,906,489,417,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Mallappally,Puramattam GRAMAPANCHAYATHH,KAVUNGUMPRAYAR,2,227,748,395,353,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Mallappally,Puramattam GRAMAPANCHAYATHH,KALLUPALAM,3,284,1023,542,481,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Mallappally,Puramattam GRAMAPANCHAYATHH,VALANKARA,4,267,872,463,409,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Mallappally,Puramattam GRAMAPANCHAYATHH,PADUTHODU,5,287,869,460,409,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Mallappally,Puramattam GRAMAPANCHAYATHH,MUTHUPALA,6,288,889,447,442,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Mallappally,Puramattam GRAMAPANCHAYATHH,VENNIKULAM,7,187,594,300,294,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Mallappally,Puramattam GRAMAPANCHAYATHH,VELLARA,8,290,859,435,424,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Mallappally,Puramattam GRAMAPANCHAYATHH,KOTHAKULAM,9,242,769,403,366,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Mallappally,Puramattam GRAMAPANCHAYATHH,MEMALA,10,256,818,452,366,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Mallappally,Puramattam GRAMAPANCHAYATHH,MUNDAMALA,11,260,820,440,380,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Mallappally,Puramattam GRAMAPANCHAYATHH,NEELAVATHUKKAL,12,288,917,482,435,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Mallappally,Puramattam GRAMAPANCHAYATHH,PURAMATTOM,13,312,1008,533,475,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Mallappally,Puramattam GRAMAPANCHAYATHH,UMIKKUNNU,14,272,911,487,424,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Omalloor GRAMAPANCHAYATHH,CHEEKKANAL,1,298,872,454,418,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Omalloor GRAMAPANCHAYATHH,IMALI WEST,2,311,984,521,463,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Omalloor GRAMAPANCHAYATHH,IMALI EAST,3,282,938,513,425,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Omalloor GRAMAPANCHAYATHH,PARAYANALI,4,309,869,481,388,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Omalloor GRAMAPANCHAYATHH,MARAMALA,5,308,866,452,414,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Omalloor GRAMAPANCHAYATHH,PUTHENPEEDIKA,6,257,846,471,375,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Omalloor GRAMAPANCHAYATHH,PAIVALLI,7,287,888,478,410,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Omalloor GRAMAPANCHAYATHH,VAZHAMUTTOM NORTH,8,328,993,521,472,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Omalloor GRAMAPANCHAYATHH,VAZHAMUTTOM,9,290,924,479,445,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Omalloor GRAMAPANCHAYATHH,MULLANIKKADU,10,352,1218,645,573,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Omalloor GRAMAPANCHAYATHH,pannyali,11,278,1064,569,495,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Omalloor GRAMAPANCHAYATHH,attarikam,12,335,1191,642,549,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Omalloor GRAMAPANCHAYATHH,omalloor town,13,282,933,517,416,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Omalloor GRAMAPANCHAYATHH,MANJANIKKARA,14,287,849,458,391,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Omalloor GRAMAPANCHAYATHH,Omalloor Nown North,15,248,915,499,416,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Chenneerkara GRAMAPANCHAYATHH,PULLAMPALLY,1,376,1210,667,543,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Chenneerkara GRAMAPANCHAYATHH,EDANADU,2,290,1109,594,515,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Chenneerkara GRAMAPANCHAYATHH,PRAKKANAM,3,303,1141,607,534,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Chenneerkara GRAMAPANCHAYATHH,MUTTUKUDUKKA,4,311,1067,563,504,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Chenneerkara GRAMAPANCHAYATHH,UMMINIKAVU,5,287,856,445,411,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Chenneerkara GRAMAPANCHAYATHH,VETTOLIMALA,6,338,1070,589,481,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Chenneerkara GRAMAPANCHAYATHH,VALUTHARA,7,319,1013,560,453,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Chenneerkara GRAMAPANCHAYATHH,manjinikkara,8,343,1146,611,535,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Chenneerkara GRAMAPANCHAYATHH,MATHUR,9,386,1063,583,480,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Chenneerkara GRAMAPANCHAYATHH,MURIPPARA,10,387,1186,630,556,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Chenneerkara GRAMAPANCHAYATHH,AMBALAKADAVU,11,357,1122,620,502,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Chenneerkara GRAMAPANCHAYATHH,Chenneerkara,12,362,1241,693,548,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Chenneerkara GRAMAPANCHAYATHH,OONNUKAL,13,376,1138,626,512,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Chenneerkara GRAMAPANCHAYATHH,Nallanikkunnu,14,299,1002,567,435,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Chenneerkara GRAMAPANCHAYATHH,Muttathukonam,15,261,1025,563,462,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Elanthoor,PARIYARAM,1,340,1134,625,509,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Elanthoor,THUMPOTHARA,2,310,1037,562,475,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Elanthoor,OLIKAL,3,230,779,413,366,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Elanthoor,MADHUMALA,4,277,863,457,406,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Elanthoor,PULIMOODU,5,287,874,457,417,0,,,,,,,,,,,,,
Thiruvananthapuram,Pathanamthitta,Aranmula,Pathanamthitta,Elanthoor,EDAPPARIYARAM,6,264,829,455,374,0,,,,,,,,,,,,,
